"About the data: Exported on Oct 25, 2022. Criteria: '(robot OR robots OR robotics OR vehicle OR vehicles) AND (((localize OR localization OR localizing OR localise OR localisation OR localising) AND (map OR maps OR mapping)) OR ""slam"") AND (""long term"" OR ""life long"" OR lifelong)' in title and abstract; Publication Year is 2022. © 2022 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Publication Date (online),Publication Date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
1533,pub.1147408104,10.48550/arxiv.2204.12173,,,Map-based Visual-Inertial Localization: Consistency and Complexity,"Drift-free localization is essential for autonomous vehicles. In this paper,
we address the problem by proposing a filter-based framework, which integrates
the visual-inertial odometry and the measurements of the features in the
pre-built map. In this framework, the transformation between the odometry frame
and the map frame is augmented into the state and estimated on the fly.
Besides, we maintain only the keyframe poses in the map and employ Schmidt
extended Kalman filter to update the state partially, so that the uncertainty
of the map information can be consistently considered with low computational
cost. Moreover, we theoretically demonstrate that the ever-changing
linearization points of the estimated state can introduce spurious information
to the augmented system and make the original four-dimensional unobservable
subspace vanish, leading to inconsistent estimation in practice. To relieve
this problem, we employ first-estimate Jacobian (FEJ) to maintain the correct
observability properties of the augmented system. Furthermore, we introduce an
observability-constrained updating method to compensate for the significant
accumulated error after the long-term absence (can be 3 minutes and 1 km) of
map-based measurements. Through simulations, the consistent estimation of our
proposed algorithm is validated. Through real-world experiments, we demonstrate
that our proposed algorithm runs successfully on four kinds of datasets with
the lower computational cost (20% time-saving) and the better estimation
accuracy (45% trajectory error reduction) compared with the baseline algorithm
VINS-Fusion, whereas VINS-Fusion fails to give bounded localization performance
on three of four datasets because of its inconsistent estimation.",,arXiv,,,2022-04-26,2022,,,,,,All OA; Green,Preprint,"Zhang, Zhuqing; Jiao, Yanmei; Huang, Shoudong; Wang, Yue; Xiong, Rong","Zhang, Zhuqing (); Jiao, Yanmei (); Huang, Shoudong (); Wang, Yue (); Xiong, Rong ()",,"Zhang, Zhuqing (); Jiao, Yanmei (); Huang, Shoudong (); Wang, Yue (); Xiong, Rong ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1147408104,"40 Engineering; 4007 Control Engineering, Mechatronics and Robotics; 46 Information and Computing Sciences; 4605 Data Management and Data Science",
1525,pub.1145467516,10.1016/b978-0-32-385787-1.00020-8,,,Chapter 15 Deep learning for vision-based navigation in autonomous drone racing,"Long-term autonomy is of great importance in various real-world applications of aerial robotics, including, but not limited to, search and rescue missions in underground mines, detection, and monitoring of victims trapped under collapsed buildings, aerial radiation detection in nuclear power plants after an accident, or extraterrestrial explorations. Due to the limited energy storage capacity and inefficiency of rechargeable batteries, drones must execute their missions as fast as possible with the most efficient machine learning algorithms for perception, planning, and control tasks. Motivated by the aforementioned need, agile aerial robots have gained increasing interest in the robotics community. Autonomous drone racing (ADR), which is one of the most challenging robotics problems, is an appropriate testbed for benchmarking efficiency of developed machine learning algorithms as well as their required sensors. ADR problem is chosen to demonstrate the value of the developed deep neural network-based algorithms as drones require low-latency of processing, since they have to maneuver and react to the changes in the environment rapidly throughout the race. In this chapter, we introduce deep learning methods for perception and planning of aerial robots as applied to ADR problem. We present two distinct approaches: system decomposition and end-to-end planning. In the former, we present how convolutional neural networks are used for gate localization and gate pose estimation in perception, either by predicting a gate's center or building a 3D global gate map. In the latter, we show how to bypass the perceive-plan-act subtasks and utilize deep learning methods, such as transfer learning and reinforcement learning, to learn directly from raw images and calculate desired robot actions. Furthermore, a few useful simulation tools and data sets are introduced for ADR to develop, validate, and evaluate novel algorithms. We believe developed algorithms for ADR can be transferred to other domains in which drones must navigate in a cluttered environment without a need for external sensing.",,,Deep Learning for Robot Perception and Cognition,,2022,2022,,2022,,,371-406,Closed,Chapter,"Pham, Huy Xuan; Ugurlu, Halil Ibrahim; Le Fevre, Jonas; Bardakci, Deniz; Kayacan, Erdal","Pham, Huy Xuan (Artificial Intelligence in Robotics Laboratory (Air Lab), Department of Electrical and Computer Engineering, Aarhus University, Aarhus, Denmark); Ugurlu, Halil Ibrahim (Artificial Intelligence in Robotics Laboratory (Air Lab), Department of Electrical and Computer Engineering, Aarhus University, Aarhus, Denmark); Le Fevre, Jonas (Artificial Intelligence in Robotics Laboratory (Air Lab), Department of Electrical and Computer Engineering, Aarhus University, Aarhus, Denmark); Bardakci, Deniz (Artificial Intelligence in Robotics Laboratory (Air Lab), Department of Electrical and Computer Engineering, Aarhus University, Aarhus, Denmark; Department of Electronics, Information and Bioengineering (DEIB), Polytechnic University of Milan, Milan, Italy); Kayacan, Erdal (Artificial Intelligence in Robotics Laboratory (Air Lab), Department of Electrical and Computer Engineering, Aarhus University, Aarhus, Denmark)",,"Pham, Huy Xuan (Aarhus University); Ugurlu, Halil Ibrahim (Aarhus University); Le Fevre, Jonas (Aarhus University); Bardakci, Deniz (Aarhus University; Politecnico di Milano); Kayacan, Erdal (Aarhus University)",2,2,,,,https://app.dimensions.ai/details/publication/pub.1145467516,46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science; 4611 Machine Learning,7 Affordable and Clean Energy
1495,pub.1135633780,10.1109/jas.2021.1003907,,,Domain-Invariant Similarity Activation Map Contrastive Learning for Retrieval-Based Long-Term Visual Localization,"Visual localization is a crucial component in the application of mobile robot and autonomous driving. Image retrieval is an efficient and effective technique in image-based localization methods. Due to the drastic variability of environmental conditions, e.g., illumination changes, retrieval-based visual localization is severely affected and becomes a challenging problem. In this work, a general architecture is first formulated probabilistically to extract domain-invariant features through multi-domain image translation. Then, a novel gradient-weighted similarity activation mapping loss (Grad-SAM) is incorporated for finer localization with high accuracy. We also propose a new adaptive triplet loss to boost the contrastive learning of the embedding in a self-supervised manner. The final coarse-to-fine image retrieval pipeline is implemented as the sequential combination of models with and without Grad-SAM loss. Extensive experiments have been conducted to validate the effectiveness of the proposed approach on the CMU-Seasons dataset. The strong generalization ability of our approach is verified with the RobotCar dataset using models pre-trained on urban parts of the CMU-Seasons dataset. Our performance is on par with or even outperforms the state-of-the-art image-based localization baselines in medium or high precision, especially under challenging environments with illumination variance, vegetation, and night-time images. Moreover, real-site experiments have been conducted to validate the efficiency and effectiveness of the coarse-to-fine strategy for localization.",The authors would like to thank Zhijian Qiao from Department of Automation at Shanghai Jiao Tong University for his contribution to the real-site experiments including the collection of dataset and the comparison experiments.,IEEE/CAA Journal of Automatica Sinica,,,2022-02-01,2022,,2022-02-01,9,2,313-328,All OA; Green,Article,"Hu, Hanjiang; Wang, Hesheng; Liu, Zhe; Chen, Weidong","Hu, Hanjiang (Department of Automation, Shanghai Jiao Tong University, Shanghai, 200240, China); Wang, Hesheng (Department of Automation, Institute of Medical Robotics, Key Laboratory of System Control and Information Processing of Ministry of Education, Key Laboratory of Marine Intelligent Equipment and System of Ministry of Education, Shanghai Jiao Tong University, Shanghai, 200240, China); Liu, Zhe (Department of Computer Science and Technology, University of Cambridge, Cambridge, CB3 0FD, United Kingdom); Chen, Weidong (Department of Automation, Shanghai Jiao Tong University, Shanghai, 200240, China)","Wang, Hesheng (Shanghai Jiao Tong University)","Hu, Hanjiang (Shanghai Jiao Tong University); Wang, Hesheng (Shanghai Jiao Tong University); Liu, Zhe (University of Cambridge); Chen, Weidong (Shanghai Jiao Tong University)",4,4,,,http://arxiv.org/pdf/2009.07719,https://app.dimensions.ai/details/publication/pub.1135633780,"40 Engineering; 4007 Control Engineering, Mechatronics and Robotics",
1486,pub.1151546224,10.1007/s11432-021-3425-8,,,Accurate RGB-D SLAM in dynamic environments based on dynamic visual feature removal,"Visual localization is considered an essential capability in robotics and has attracted increasing interest for the past few years. However, most proposed visual localization systems assume that the surrounding environment is static, which is difficult to maintain in real-world scenarios due to the presence of moving objects. In this paper, we present DFR-SLAM, a real-time and accurate RGB-D SLAM based on ORB-SLAM2 that achieves satisfactory performance in a variety of challenging dynamic scenarios. At the core of our system lies a motion consensus filtering algorithm estimating the initial camera pose and a graph-cut optimization framework combining long-term observations, prior information, and spatial coherence to jointly distinguish dynamic and static visual features. Other systems for dynamic environments detect dynamic components by using the information from short time-span frames, whereas our system uses observations from a long period of keyframes. We evaluate our system using dynamic sequences from the public TUM dataset, and the evaluation demonstrates that the proposed system outperforms the original ORB-SLAM2 system significantly. In addition, our system provides competitive localization accuracy with satisfactory real-time performance compared to closely related SLAM systems designed to adapt to dynamic environments.","This work was supported in part by National Natural Science Foundation of China (Grant Nos. 61922076, 61873252).",Science China Information Sciences,,,2022-09-27,2022,2022-09-27,2022-10,65,10,202206,Closed,Article,"Liu, Chenxin; Qin, Jiahu; Wang, Shuai; Yu, Lei; Wang, Yaonan","Liu, Chenxin (Department of Automation, University of Science and Technology of China, 230027, Hefei, China); Qin, Jiahu (Department of Automation, University of Science and Technology of China, 230027, Hefei, China; Institute of Artificial Intelligence, Hefei Comprehensive National Science Center, 230088, Hefei, China); Wang, Shuai (Department of Automation, University of Science and Technology of China, 230027, Hefei, China); Yu, Lei (Department of Automation, University of Science and Technology of China, 230027, Hefei, China); Wang, Yaonan (College of Electrical and Information Engineering, Hunan University, 410082, Changsha, China; National Engineering Research Center of Robot Visual Perception and Control Technology, Hunan University, 410082, Changsha, China)","Qin, Jiahu (University of Science and Technology of China; )","Liu, Chenxin (University of Science and Technology of China); Qin, Jiahu (University of Science and Technology of China); Wang, Shuai (University of Science and Technology of China); Yu, Lei (University of Science and Technology of China); Wang, Yaonan (Hunan University; Hunan University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1151546224,"40 Engineering; 4006 Communications Engineering; 4007 Control Engineering, Mechatronics and Robotics; 4009 Electronics, Sensors and Digital Hardware",
1387,pub.1149932947,10.48550/arxiv.2208.00709,,,Visual-Inertial SLAM with Tightly-Coupled Dropout-Tolerant GPS Fusion,"Robotic applications are continuously striving towards higher levels of
autonomy. To achieve that goal, a highly robust and accurate state estimation
is indispensable. Combining visual and inertial sensor modalities has proven to
yield accurate and locally consistent results in short-term applications.
Unfortunately, visual-inertial state estimators suffer from the accumulation of
drift for long-term trajectories. To eliminate this drift, global measurements
can be fused into the state estimation pipeline. The most known and widely
available source of global measurements is the Global Positioning System (GPS).
In this paper, we propose a novel approach that fully combines stereo
Visual-Inertial Simultaneous Localisation and Mapping (SLAM), including visual
loop closures, with the fusion of global sensor modalities in a tightly-coupled
and optimisation-based framework. Incorporating measurement uncertainties, we
provide a robust criterion to solve the global reference frame initialisation
problem. Furthermore, we propose a loop-closure-like optimisation scheme to
compensate drift accumulated during outages in receiving GPS signals.
Experimental validation on datasets and in a real-world experiment demonstrates
the robustness of our approach to GPS dropouts as well as its capability to
estimate highly accurate and globally consistent trajectories compared to
existing state-of-the-art methods.",,arXiv,,,2022-08-01,2022,,,,,,All OA; Green,Preprint,"Boche, Simon; Zuo, Xingxing; Schaefer, Simon; Leutenegger, Stefan","Boche, Simon (); Zuo, Xingxing (); Schaefer, Simon (); Leutenegger, Stefan ()",,"Boche, Simon (); Zuo, Xingxing (); Schaefer, Simon (); Leutenegger, Stefan ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1149932947,"40 Engineering; 4007 Control Engineering, Mechatronics and Robotics; 46 Information and Computing Sciences; 4605 Data Management and Data Science",
1386,pub.1151380274,10.1109/cvpr52688.2022.00667,,,HSC4D: Human-centered 4D Scene Capture in Large-scale Indoor-outdoor Space Using Wearable IMUs and LiDAR,"We propose Human-centered 4D Scene Capture (HSC4D) to accurately and efficiently create a dynamic digital world, containing large-scale indoor-outdoor scenes, diverse human motions, and rich interactions between humans and environments. Using only body-mounted IMUs and LiDAR, HSC4D is space-free without any external devices' constraints and map-free without pre-built maps. Considering that IMUs can capture human poses but always drift for long-period use, while LiDAR is stable for global localization but rough for local positions and orientations, HSC4D makes both sensors complement each other by a joint optimization and achieves promising results for long-term capture. Relationships between humans and environments are also explored to make their interaction more realistic. To facilitate many down-stream tasks, like AR, VR, robots, autonomous driving, etc., we propose a dataset containing three large scenes (1k-5k m2) with accurate dynamic human motions and locations. Diverse scenarios (climbing gym, multi-story building, slope, etc.) and challenging human activities (exercising, walking up/down stairs, climbing, etc.) demonstrate the effectiveness and the generalization ability of HSC4D. The dataset and code is available at lidarhumanmotion.net/hsc4d.",,,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,2022-06-24,2022,,2022-06-24,00,,6782-6792,All OA; Green,Proceeding,"Dai, Yudi; Lin, Yitai; Wen, Chenglu; Shen, Siqi; Xu, Lan; Yu, Jingyi; Ma, Yuexin; Wang, Cheng","Dai, Yudi (Xiamen University, China); Lin, Yitai (Xiamen University, China); Wen, Chenglu (Xiamen University, China); Shen, Siqi (Xiamen University, China); Xu, Lan (Xiamen University, China); Yu, Jingyi (Xiamen University, China); Ma, Yuexin (Xiamen University, China); Wang, Cheng (ShanghaiTech University, China)","Wen, Chenglu (Xiamen University)","Dai, Yudi (Xiamen University); Lin, Yitai (Xiamen University); Wen, Chenglu (Xiamen University); Shen, Siqi (Xiamen University); Xu, Lan (Xiamen University); Yu, Jingyi (Xiamen University); Ma, Yuexin (Xiamen University); Wang, Cheng (ShanghaiTech University)",0,0,,,http://arxiv.org/pdf/2203.09215,https://app.dimensions.ai/details/publication/pub.1151380274,"46 Information and Computing Sciences; 4607 Graphics, Augmented Reality and Games; 4608 Human-Centred Computing",
1384,pub.1146378129,10.48550/arxiv.2203.09215,,,HSC4D: Human-centered 4D Scene Capture in Large-scale Indoor-outdoor  Space Using Wearable IMUs and LiDAR,"We propose Human-centered 4D Scene Capture (HSC4D) to accurately and
efficiently create a dynamic digital world, containing large-scale
indoor-outdoor scenes, diverse human motions, and rich interactions between
humans and environments. Using only body-mounted IMUs and LiDAR, HSC4D is
space-free without any external devices' constraints and map-free without
pre-built maps. Considering that IMUs can capture human poses but always drift
for long-period use, while LiDAR is stable for global localization but rough
for local positions and orientations, HSC4D makes both sensors complement each
other by a joint optimization and achieves promising results for long-term
capture. Relationships between humans and environments are also explored to
make their interaction more realistic. To facilitate many down-stream tasks,
like AR, VR, robots, autonomous driving, etc., we propose a dataset containing
three large scenes (1k-5k $m^2$) with accurate dynamic human motions and
locations. Diverse scenarios (climbing gym, multi-story building, slope, etc.)
and challenging human activities (exercising, walking up/down stairs, climbing,
etc.) demonstrate the effectiveness and the generalization ability of HSC4D.
The dataset and code are available at http://www.lidarhumanmotion.net/hsc4d/.",,arXiv,,,2022-03-17,2022,,,,,,All OA; Green,Preprint,"Dai, Yudi; Lin, Yitai; Wen, Chenglu; Shen, Siqi; Xu, Lan; Yu, Jingyi; Ma, Yuexin; Wang, Cheng","Dai, Yudi (Xiamen University, China); Lin, Yitai (Xiamen University, China); Wen, Chenglu (Xiamen University, China); Shen, Siqi (Xiamen University, China); Xu, Lan (ShanghaiTech University, China); Yu, Jingyi (ShanghaiTech University, China); Ma, Yuexin (ShanghaiTech University, China); Wang, Cheng (Xiamen University, China)",,"Dai, Yudi (Xiamen University); Lin, Yitai (Xiamen University); Wen, Chenglu (Xiamen University); Shen, Siqi (Xiamen University); Xu, Lan (ShanghaiTech University); Yu, Jingyi (ShanghaiTech University); Ma, Yuexin (ShanghaiTech University); Wang, Cheng (Xiamen University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1146378129,"46 Information and Computing Sciences; 4607 Graphics, Augmented Reality and Games; 4608 Human-Centred Computing",
1166,pub.1151981500,,,,A Real-Time Fusion Framework for Long-term Visual Localization,"Visual localization is a fundamental task that regresses the 6 Degree Of
Freedom (6DoF) poses with image features in order to serve the high precision
localization requests in many robotics applications. Degenerate conditions like
motion blur, illumination changes and environment variations place great
challenges in this task. Fusion with additional information, such as sequential
information and Inertial Measurement Unit (IMU) inputs, would greatly assist
such problems. In this paper, we present an efficient client-server visual
localization architecture that fuses global and local pose estimations to
realize promising precision and efficiency. We include additional geometry
hints in mapping and global pose regressing modules to improve the measurement
quality. A loosely coupled fusion policy is adopted to leverage the computation
complexity and accuracy. We conduct the evaluations on two typical open-source
benchmarks, 4Seasons and OpenLORIS. Quantitative results prove that our
framework has competitive performance with respect to other state-of-the-art
visual localization solutions.",,arXiv,,,2022-10-18,2022,,,,,,All OA; Green,Preprint,"Yang, Yuchen; Zhang, Xudong; Gao, Shuang; Wan, Jixiang; Ping, Yishan; Liu, Yuyue; Li, Jijunnan; Guo, Yandong","Yang, Yuchen (); Zhang, Xudong (); Gao, Shuang (); Wan, Jixiang (); Ping, Yishan (); Liu, Yuyue (); Li, Jijunnan (); Guo, Yandong ()",,"Yang, Yuchen (); Zhang, Xudong (); Gao, Shuang (); Wan, Jixiang (); Ping, Yishan (); Liu, Yuyue (); Li, Jijunnan (); Guo, Yandong ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1151981500,46 Information and Computing Sciences; 4605 Data Management and Data Science,
1130,pub.1145072481,10.1016/j.comcom.2022.01.013,,,Weighted triplet loss based on deep neural networks for loop closure detection in VSLAM,"Smart living is an emerging technology that has attracted a lot of attention all around the world. As a key technology of smart space, which is the principal part of smart living, the SLAM system has effectively expanded the ability of space intelligent robots to explore unknown environments. Loop closure detection is an important part of SLAM system and plays a very important role in eliminating cumulative errors. The SLAM system without loop closure detection is degraded to an odometer. The state estimation solely relying on an odometer will be seriously deviated in the long-term and large-scale navigation and positioning. This paper proposes a metric learning method that uses deep neural networks for loop closure detection based on triplet loss. The map points obtained by metric learning are fused with all map points in the current keyframe, and the map points that do not meet the filtering conditions are eliminated. Based on the Batch Hard Triplet loss, the weighted triplet loss function avoids suboptimal convergence in the learning process by applying weighted value constraints. At the same time, considering that fixed boundary parameters cannot be well adapted to the diversity of scales between different samples, we use the semantic similarity of anchor samples and negative samples to redefine boundary parameters. Finally, a SLAM system based on metric learning is constructed, and the SLAM dataset TUM and KITTI are used to evaluate the proposed model’s accuracy rate and recall rate. The scene features in this method are extracted automatically through neural networks instead of being artificially set. Finally, a high-precision closed-loop detection method based on weight adaptive triple loss is effectively realised through the closed-loop detection experiment. The minimum relative pose error is 0.00048 m, which is 15.8% less than that of the closed-loop detection algorithm based on the word bag model.","This study was supported by part of the National Natural Science Foundation of China under Grant 61773282 and the Research Grants Council of the HK SAR, China (RMGS project acc. number: 700026). Gratitude is extended to the Big Data Intelligence Centre of The Hang Seng University of Hong Kong to support the research. The authors would like to thank the handling editor and reviewers for their valuable comments and suggestions that improved the quality of this paper.",Computer Communications,,,2022-03,2022,,2022-03,186,,153-165,Closed,Article,"Dong, Na; Qin, Minghui; Chang, Jianfang; Wu, C.H.; Ip, W.H.; Yung, K.L.","Dong, Na (School of Electrical and Information Engineering, Tianjin University, Tianjin, China); Qin, Minghui (School of Electrical and Information Engineering, Tianjin University, Tianjin, China); Chang, Jianfang (School of Electrical and Information Engineering, Tianjin University, Tianjin, China); Wu, C.H. (Department of Supply Chain and Information Management, The Hang Seng University of Hong Kong, Hong Kong Special Administrative Region); Ip, W.H. (Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong Special Administrative Region; Department of Mechanical Engineering, University of Saskatchewan, Canada); Yung, K.L. (Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong Special Administrative Region)","Wu, C.H. (The Hang Seng University of Hong Kong)","Dong, Na (Tianjin University); Qin, Minghui (Tianjin University); Chang, Jianfang (Tianjin University); Wu, C.H. (The Hang Seng University of Hong Kong); Ip, W.H. (Hong Kong Polytechnic University; University of Saskatchewan); Yung, K.L. (Hong Kong Polytechnic University)",0,0,,,,https://app.dimensions.ai/details/publication/pub.1145072481,46 Information and Computing Sciences; 4605 Data Management and Data Science; 4611 Machine Learning,
1099,pub.1148709001,10.2139/ssrn.4135967,,,Performance of Dipole Charge Density Mapping Integrated with Robotic Magnetic Navigation in Atrial Tachycardia Ablation,"Background: Catheter ablation (CA) for atrial tachyarrhythmia (AT) offers favorable acute and long-term outcomes. Robotic magnetic navigation (RMN) with its atraumatic catheter design has superior safety profile and excellent accuracy. Recently, a novel high-resolution noncontact mapping system (AcQMap) was fully integrated with RMN (AcQMap-RMN). The AcQMap system uses two noncontact mapping modalities, single position mapping and aggregated multiposition mapping.Objectives: To assess the performance of the integrated AcQMap-RMN systems in CA procedures for patients with ATs including comparing patient subgroups based on the utilized mapping modality, arrhythmia mechanism, localization and procedure type. Methods: All patients undergoing CA for AT using the AcQMap-RMN system were included. Procedural safety and efficacy were characterized by intra- and post-procedural complications. Acute procedural success and the long-term outcome were assessed in the overall group and the subgroups. Results: Seventy consecutive patients were referred for CA with ATs including 67 AT (age 57.1{plus minus}14.4 years), and 3 IAST patients. Thirty-eight patients had de novo AT, 24 had post-PVI AT including 2 patients with perinodal AT, and 5 had post-MAZE AT. Two patients (2.9%) suffered post-procedural complications including 1 patient with groin hematoma and 1 patient with TIA. Acute success was achieved in 63/67 (94.0%) procedures. Thirteen patients (19.4%) had documented recurrence at the end of the follow-up period. The performance of AcQMap was equally good in focal vs. reentry mechanisms (p=0.61, acute success), in the left and right atrium (p=0.21).Conclusions: AcQMap-RMN integration offers high success rates in CA of ATs with low number of complications.",,SSRN Electronic Journal,,,2022,2022,,,,,,All OA; Green,Preprint,"Gagyi, Rita Beata; Yap, Sing-Chien; Noten, Anna; Wijchers, Sip; Szili-Torok, Tamas","Gagyi, Rita Beata (); Yap, Sing-Chien (Erasmus University Medical Center Rotterdam - Department of Cardiology); Noten, Anna (University Medical Center - Erasmus MC); Wijchers, Sip (University Medical Center - Erasmus MC); Szili-Torok, Tamas (Erasmus University Medical Center Rotterdam - Department of Cardiology)",,"Gagyi, Rita Beata (); Yap, Sing-Chien (); Noten, Anna (); Wijchers, Sip (); Szili-Torok, Tamas ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1148709001,32 Biomedical and Clinical Sciences; 3202 Clinical Sciences,
920,pub.1146888775,10.48550/arxiv.2204.01524,,,Bi-directional Loop Closure for Visual SLAM,"A key functional block of visual navigation system for intelligent autonomous
vehicles is Loop Closure detection and subsequent relocalisation.
State-of-the-Art methods still approach the problem as uni-directional along
the direction of the previous motion. As a result, most of the methods fail in
the absence of a significantly similar overlap of perspectives. In this study,
we propose an approach for bi-directional loop closure. This will, for the
first time, provide us with the capability to relocalize to a location even
when traveling in the opposite direction, thus significantly reducing long-term
odometry drift in the absence of a direct loop. We present a technique to
select training data from large datasets in order to make them usable for the
bi-directional problem. The data is used to train and validate two different
CNN architectures for loop closure detection and subsequent regression of 6-DOF
camera pose between the views in an end-to-end manner. The outcome packs a
considerable impact and aids significantly to real-world scenarios that do not
offer direct loop closure opportunities. We provide a rigorous empirical
comparison against other established approaches and evaluate our method on both
outdoor and indoor data from the FinnForest dataset and PennCOSYVIO dataset.",,arXiv,,,2022-04-01,2022,,,,,,All OA; Green,Preprint,"Ali, Ihtisham; Peltonen, Sari; Gotchev, Atanas","Ali, Ihtisham (); Peltonen, Sari (); Gotchev, Atanas ()",,"Ali, Ihtisham (); Peltonen, Sari (); Gotchev, Atanas ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1146888775,46 Information and Computing Sciences; 4605 Data Management and Data Science,
